,symbol,metric,value
660,AAPL,Day's Range,175.28 - 176.85
661,AAPL,52 Week Range,116.21 - 182.13
662,AAPL,Volume,"68,356,867"
663,AAPL,Avg. Volume,"90,578,800"
664,AAPL,Market Cap,2.892T
665,AAPL,Beta (5Y Monthly),1.20
666,AAPL,PE Ratio (TTM),31.42
667,AAPL,EPS (TTM),5.61
668,AAPL,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
669,AAPL,Forward Dividend & Yield,0.88 (0.50%)
670,AAPL,Ex-Dividend Date,"Nov 05, 2021"
671,AAPL,1y Target Est,174.93
672,AMAT,Previous Close,152.32
673,AMAT,Open,153.07
674,AMAT,Bid,155.00 x 900
675,AMAT,Ask,155.25 x 800
676,AMAT,Day's Range,153.00 - 156.51
677,AMAT,52 Week Range,83.53 - 159.00
678,AMAT,Volume,"4,625,522"
679,AMAT,Avg. Volume,"7,210,630"
680,AMAT,Market Cap,138.155B
681,AMAT,Beta (5Y Monthly),1.38
682,AMAT,PE Ratio (TTM),24.30
683,AMAT,EPS (TTM),6.40
684,AMAT,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
685,AMAT,Forward Dividend & Yield,0.96 (0.62%)
686,AMAT,Ex-Dividend Date,"Feb 22, 2022"
687,AMAT,1y Target Est,168.18
688,APTV,Previous Close,160.82
689,APTV,Open,162.21
690,APTV,Bid,162.93 x 900
691,APTV,Ask,162.76 x 900
692,APTV,Day's Range,161.82 - 163.79
693,APTV,52 Week Range,127.06 - 180.81
694,APTV,Volume,"680,534"
695,APTV,Avg. Volume,"1,472,846"
696,APTV,Market Cap,43.931B
697,APTV,Beta (5Y Monthly),2.09
698,APTV,PE Ratio (TTM),55.22
699,APTV,EPS (TTM),2.94
700,APTV,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
701,APTV,Forward Dividend & Yield,N/A (N/A)
702,APTV,Ex-Dividend Date,"Feb 04, 2020"
703,APTV,1y Target Est,183.08
704,ADM,Previous Close,64.62
705,ADM,Open,64.80
706,ADM,Bid,65.15 x 800
707,ADM,Ask,65.49 x 800
708,ADM,Day's Range,64.73 - 65.72
709,ADM,52 Week Range,49.10 - 69.30
710,ADM,Volume,"2,654,374"
711,ADM,Avg. Volume,"2,438,257"
712,ADM,Market Cap,36.61B
713,ADM,Beta (5Y Monthly),0.88
714,ADM,PE Ratio (TTM),14.13
715,ADM,EPS (TTM),4.63
716,ADM,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
717,ADM,Forward Dividend & Yield,1.48 (2.26%)
718,ADM,Ex-Dividend Date,"Nov 16, 2021"
719,ADM,1y Target Est,70.64
720,ANET,Previous Close,139.53
721,ANET,Open,140.00
722,ANET,Bid,142.54 x 900
723,ANET,Ask,142.53 x 800
724,ANET,Day's Range,139.96 - 144.54
725,ANET,52 Week Range,65.52 - 144.54
726,ANET,Volume,"2,295,493"
727,ANET,Avg. Volume,"2,235,704"
728,ANET,Market Cap,43.591B
729,ANET,Beta (5Y Monthly),1.17
730,ANET,PE Ratio (TTM),57.59
731,ANET,EPS (TTM),2.46
732,ANET,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
733,ANET,Forward Dividend & Yield,N/A (N/A)
734,ANET,Ex-Dividend Date,N/A
735,ANET,1y Target Est,127.90
736,T,Previous Close,24.78
737,T,Open,24.85
738,T,Bid,24.87 x 27000
739,T,Ask,24.90 x 2900
740,T,Day's Range,24.81 - 25.02
741,T,52 Week Range,22.02 - 33.88
742,T,Volume,"43,314,359"
743,T,Avg. Volume,"52,239,644"
744,T,Market Cap,177.597B
745,T,Beta (5Y Monthly),0.67
746,T,PE Ratio (TTM),192.79
747,T,EPS (TTM),0.13
748,T,Earnings Date,"Jan 26, 2022"
749,T,Forward Dividend & Yield,2.08 (8.36%)
750,T,Ex-Dividend Date,"Jan 07, 2022"
751,T,1y Target Est,30.32
752,ADSK,Previous Close,282.61
753,ADSK,Open,282.13
754,ADSK,Bid,280.65 x 900
755,ADSK,Ask,281.25 x 1400
756,ADSK,Day's Range,280.20 - 283.52
757,ADSK,52 Week Range,245.05 - 344.39
758,ADSK,Volume,"1,072,257"
759,ADSK,Avg. Volume,"1,534,500"
760,ADSK,Market Cap,61.81B
761,ADSK,Beta (5Y Monthly),1.40
762,ADSK,PE Ratio (TTM),47.40
763,ADSK,EPS (TTM),5.93
764,ADSK,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
765,ADSK,Forward Dividend & Yield,N/A (N/A)
766,ADSK,Ex-Dividend Date,"Mar 22, 2005"
767,ADSK,1y Target Est,329.81
768,ADP,Previous Close,237.62
769,ADP,Open,237.92
770,ADP,Bid,242.00 x 1000
771,ADP,Ask,243.74 x 900
772,ADP,Day's Range,237.92 - 243.76
773,ADP,52 Week Range,159.31 - 243.76
774,ADP,Volume,"1,532,549"
775,ADP,Avg. Volume,"1,422,926"
776,ADP,Market Cap,101.975B
777,ADP,Beta (5Y Monthly),0.76
778,ADP,PE Ratio (TTM),38.29
779,ADP,EPS (TTM),6.32
780,ADP,Earnings Date,"Jan 26, 2022"
781,ADP,Forward Dividend & Yield,4.16 (1.72%)
782,ADP,Ex-Dividend Date,"Dec 09, 2021"
783,ADP,1y Target Est,230.61
784,AZO,Previous Close,"2,024.16"
785,AZO,Open,"2,027.04"
786,AZO,Bid,"2,017.16 x 1100"
787,AZO,Ask,"2,019.66 x 1000"
788,AZO,Day's Range,"2,007.60 - 2,039.51"
789,AZO,52 Week Range,"1,111.71 - 2,065.72"
790,AZO,Volume,"103,098"
791,AZO,Avg. Volume,"168,823"
792,AZO,Market Cap,41.568B
793,AZO,Beta (5Y Monthly),0.85
794,AZO,PE Ratio (TTM),19.64
795,AZO,EPS (TTM),102.57
796,AZO,Earnings Date,"Feb 28, 2022 - Mar 04, 2022"
797,AZO,Forward Dividend & Yield,N/A (N/A)
798,AZO,Ex-Dividend Date,N/A
799,AZO,1y Target Est,"2,170.29"
800,AVB,Previous Close,244.53
801,AVB,Open,242.40
802,AVB,Bid,229.00 x 1100
803,AVB,Ask,244.03 x 900
804,AVB,Day's Range,240.06 - 244.70
805,AVB,52 Week Range,154.84 - 250.23
806,AVB,Volume,"749,556"
807,AVB,Avg. Volume,"641,388"
808,AVB,Market Cap,33.754B
809,AVB,Beta (5Y Monthly),0.95
810,AVB,PE Ratio (TTM),33.39
811,AVB,EPS (TTM),7.24
812,AVB,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
813,AVB,Forward Dividend & Yield,6.36 (2.60%)
814,AVB,Ex-Dividend Date,"Dec 30, 2021"
815,AVB,1y Target Est,254.83
816,AVY,Previous Close,207.15
817,AVY,Open,207.73
818,AVY,Bid,208.85 x 900
819,AVY,Ask,208.95 x 800
820,AVY,Day's Range,207.59 - 210.34
821,AVY,52 Week Range,147.40 - 229.24
822,AVY,Volume,"246,325"
823,AVY,Avg. Volume,"423,838"
824,AVY,Market Cap,17.26B
825,AVY,Beta (5Y Monthly),1.00
826,AVY,PE Ratio (TTM),23.41
827,AVY,EPS (TTM),8.91
828,AVY,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
829,AVY,Forward Dividend & Yield,2.72 (1.30%)
830,AVY,Ex-Dividend Date,"Nov 30, 2021"
831,AVY,1y Target Est,241.18
832,BKR,Previous Close,23.68
833,BKR,Open,22.99
834,BKR,Bid,23.01 x 1300
835,BKR,Ask,23.11 x 1300
836,BKR,Day's Range,22.77 - 23.29
837,BKR,52 Week Range,18.75 - 27.66
838,BKR,Volume,"7,535,057"
839,BKR,Avg. Volume,"9,721,987"
840,BKR,Market Cap,20.07B
841,BKR,Beta (5Y Monthly),1.62
842,BKR,PE Ratio (TTM),128.17
843,BKR,EPS (TTM),0.18
844,BKR,Earnings Date,"Jan 20, 2022"
845,BKR,Forward Dividend & Yield,0.72 (3.04%)
846,BKR,Ex-Dividend Date,"Nov 01, 2021"
847,BKR,1y Target Est,29.50
848,BLL,Previous Close,90.03
849,BLL,Open,90.24
850,BLL,Bid,89.30 x 900
851,BLL,Ask,91.90 x 900
852,BLL,Day's Range,89.83 - 90.58
853,BLL,52 Week Range,77.95 - 98.09
854,BLL,Volume,"1,533,894"
855,BLL,Avg. Volume,"1,798,796"
856,BLL,Market Cap,29.15B
857,BLL,Beta (5Y Monthly),0.48
858,BLL,PE Ratio (TTM),37.07
859,BLL,EPS (TTM),2.43
860,BLL,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
861,BLL,Forward Dividend & Yield,0.80 (0.89%)
862,BLL,Ex-Dividend Date,"Nov 30, 2021"
863,BLL,1y Target Est,101.88
864,BAC,Previous Close,44.28
865,BAC,Open,44.68
866,BAC,Bid,44.43 x 800
867,BAC,Ask,44.49 x 1000
868,BAC,Day's Range,44.40 - 45.06
869,BAC,52 Week Range,29.57 - 48.69
870,BAC,Volume,"34,053,478"
871,BAC,Avg. Volume,"46,600,622"
872,BAC,Market Cap,363.537B
873,BAC,Beta (5Y Monthly),1.51
874,BAC,PE Ratio (TTM),13.30
875,BAC,EPS (TTM),3.34
876,BAC,Earnings Date,"Jan 19, 2022"
877,BAC,Forward Dividend & Yield,0.84 (1.89%)
878,BAC,Ex-Dividend Date,"Dec 02, 2021"
879,BAC,1y Target Est,49.63
880,BBWI,Previous Close,68.58
881,BBWI,Open,69.00
882,BBWI,Bid,69.81 x 1000
883,BBWI,Ask,71.35 x 800
884,BBWI,Day's Range,68.00 - 70.47
885,BBWI,52 Week Range,29.18 - 82.00
886,BBWI,Volume,"2,864,867"
887,BBWI,Avg. Volume,"2,571,972"
888,BBWI,Market Cap,17.912B
889,BBWI,Beta (5Y Monthly),1.73
890,BBWI,PE Ratio (TTM),12.11
891,BBWI,EPS (TTM),5.74
892,BBWI,Earnings Date,"Feb 23, 2022"
893,BBWI,Forward Dividend & Yield,0.60 (0.87%)
894,BBWI,Ex-Dividend Date,"Nov 18, 2021"
895,BBWI,1y Target Est,N/A
896,BAX,Previous Close,85.32
897,BAX,Open,85.55
898,BAX,Bid,84.51 x 800
899,BAX,Ask,86.00 x 900
900,BAX,Day's Range,85.33 - 86.08
901,BAX,52 Week Range,73.12 - 88.32
902,BAX,Volume,"2,033,694"
903,BAX,Avg. Volume,"2,507,230"
904,BAX,Market Cap,42.834B
905,BAX,Beta (5Y Monthly),0.61
906,BAX,PE Ratio (TTM),36.01
907,BAX,EPS (TTM),2.38
908,BAX,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
909,BAX,Forward Dividend & Yield,1.12 (1.31%)
910,BAX,Ex-Dividend Date,"Dec 02, 2021"
911,BAX,1y Target Est,94.71
912,BDX,Previous Close,247.84
913,BDX,Open,248.00
914,BDX,Bid,244.05 x 900
915,BDX,Ask,262.00 x 1000
916,BDX,Day's Range,246.12 - 249.59
917,BDX,52 Week Range,235.13 - 267.37
918,BDX,Volume,"964,888"
919,BDX,Avg. Volume,"1,426,831"
920,BDX,Market Cap,70.95B
921,BDX,Beta (5Y Monthly),0.71
922,BDX,PE Ratio (TTM),36.34
923,BDX,EPS (TTM),6.85
924,BDX,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
925,BDX,Forward Dividend & Yield,3.48 (1.40%)
926,BDX,Ex-Dividend Date,"Dec 09, 2021"
927,BDX,1y Target Est,269.08
928,BBY,Previous Close,97.37
929,BBY,Open,97.72
930,BBY,Bid,98.00 x 1200
931,BBY,Ask,98.49 x 1000
932,BBY,Day's Range,96.11 - 98.55
933,BBY,52 Week Range,94.54 - 141.97
934,BBY,Volume,"2,455,222"
935,BBY,Avg. Volume,"3,003,792"
936,BBY,Market Cap,23.594B
937,BBY,Beta (5Y Monthly),1.59
938,BBY,PE Ratio (TTM),9.48
939,BBY,EPS (TTM),10.34
940,BBY,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
941,BBY,Forward Dividend & Yield,2.80 (2.85%)
942,BBY,Ex-Dividend Date,"Dec 13, 2021"
943,BBY,1y Target Est,129.85
944,BIO,Previous Close,743.83
945,BIO,Open,742.07
946,BIO,Bid,750.65 x 1100
947,BIO,Ask,808.87 x 800
948,BIO,Day's Range,737.78 - 754.96
949,BIO,52 Week Range,545.00 - 832.70
950,BIO,Volume,"79,819"
951,BIO,Avg. Volume,"113,946"
952,BIO,Market Cap,22.208B
953,BIO,Beta (5Y Monthly),0.87
954,BIO,PE Ratio (TTM),3.38
955,BIO,EPS (TTM),220.48
956,BIO,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
957,BIO,Forward Dividend & Yield,N/A (N/A)
958,BIO,Ex-Dividend Date,N/A
959,BIO,1y Target Est,918.75
960,BIIB,Previous Close,234.48
961,BIIB,Open,232.95
962,BIIB,Bid,232.20 x 800
963,BIIB,Ask,235.41 x 1000
964,BIIB,Day's Range,232.04 - 236.21
965,BIIB,52 Week Range,221.72 - 468.55
966,BIIB,Volume,"1,003,269"
967,BIIB,Avg. Volume,"1,160,877"
968,BIIB,Market Cap,34.58B
969,BIIB,Beta (5Y Monthly),0.42
970,BIIB,PE Ratio (TTM),23.04
971,BIIB,EPS (TTM),10.22
972,BIIB,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
973,BIIB,Forward Dividend & Yield,N/A (N/A)
974,BIIB,Ex-Dividend Date,N/A
975,BIIB,1y Target Est,329.00
976,BLK,Previous Close,913.57
977,BLK,Open,899.90
978,BLK,Bid,892.25 x 1000
979,BLK,Ask,896.67 x 800
980,BLK,Day's Range,884.33 - 900.91
981,BLK,52 Week Range,670.28 - 973.16
982,BLK,Volume,"390,800"
983,BLK,Avg. Volume,"533,732"
984,BLK,Market Cap,136.314B
985,BLK,Beta (5Y Monthly),1.20
986,BLK,PE Ratio (TTM),23.86
987,BLK,EPS (TTM),37.61
988,BLK,Earnings Date,"Jan 12, 2022 - Jan 17, 2022"
989,BLK,Forward Dividend & Yield,16.52 (1.81%)
990,BLK,Ex-Dividend Date,"Dec 06, 2021"
991,BLK,1y Target Est,"1,013.42"
992,BK,Previous Close,57.91
993,BK,Open,58.18
994,BK,Bid,57.97 x 800
995,BK,Ask,58.11 x 900
996,BK,Day's Range,58.01 - 58.82
997,BK,52 Week Range,39.46 - 60.52
998,BK,Volume,"1,841,905"
999,BK,Avg. Volume,"4,364,953"
1000,BK,Market Cap,47.988B
1001,BK,Beta (5Y Monthly),1.15
1002,BK,PE Ratio (TTM),14.81
1003,BK,EPS (TTM),3.92
1004,BK,Earnings Date,"Jan 18, 2022"
1005,BK,Forward Dividend & Yield,1.36 (2.34%)
1006,BK,Ex-Dividend Date,"Oct 29, 2021"
1007,BK,1y Target Est,64.13
1008,BA,Previous Close,201.69
1009,BA,Open,202.13
1010,BA,Bid,204.28 x 1000
1011,BA,Ask,204.50 x 800
1012,BA,Day's Range,201.32 - 205.13
1013,BA,52 Week Range,185.26 - 278.57
1014,BA,Volume,"7,415,194"
1015,BA,Avg. Volume,"9,768,758"
1016,BA,Market Cap,120.02B
1017,BA,Beta (5Y Monthly),1.53
1018,BA,PE Ratio (TTM),N/A
1019,BA,EPS (TTM),-14.51
1020,BA,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
1021,BA,Forward Dividend & Yield,N/A (N/A)
1022,BA,Ex-Dividend Date,"Feb 13, 2020"
1023,BA,1y Target Est,N/A
1024,BKNG,Previous Close,"2,385.18"
1025,BKNG,Open,"2,407.76"
1026,BKNG,Bid,"2,391.00 x 4000"
1027,BKNG,Ask,"2,411.91 x 1100"
1028,BKNG,Day's Range,"2,395.03 - 2,421.99"
1029,BKNG,52 Week Range,"1,860.73 - 2,687.29"
1030,BKNG,Volume,"186,476"
1031,BKNG,Avg. Volume,"346,633"
1032,BKNG,Market Cap,98.636B
1033,BKNG,Beta (5Y Monthly),1.22
1034,BKNG,PE Ratio (TTM),259.70
1035,BKNG,EPS (TTM),9.25
1036,BKNG,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
1037,BKNG,Forward Dividend & Yield,N/A (N/A)
1038,BKNG,Ex-Dividend Date,N/A
1039,BKNG,1y Target Est,"2,711.89"
1040,BWA,Previous Close,43.04
1041,BWA,Open,43.28
1042,BWA,Bid,43.58 x 800
1043,BWA,Ask,43.59 x 1200
1044,BWA,Day's Range,43.13 - 43.76
1045,BWA,52 Week Range,37.76 - 55.55
1046,BWA,Volume,"1,154,280"
1047,BWA,Avg. Volume,"1,847,026"
1048,BWA,Market Cap,10.459B
1049,BWA,Beta (5Y Monthly),1.47
1050,BWA,PE Ratio (TTM),13.60
1051,BWA,EPS (TTM),3.21
1052,BWA,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
1053,BWA,Forward Dividend & Yield,0.68 (1.56%)
1054,BWA,Ex-Dividend Date,"Nov 30, 2021"
1055,BWA,1y Target Est,53.67
1056,BSX,Previous Close,42.16
1057,BSX,Open,42.53
1058,BSX,Bid,42.21 x 800
1059,BSX,Ask,43.18 x 1800
1060,BSX,Day's Range,42.24 - 43.04
1061,BSX,52 Week Range,34.58 - 46.29
1062,BSX,Volume,"6,414,886"
1063,BSX,Avg. Volume,"7,647,512"
1064,BSX,Market Cap,60.876B
1065,BSX,Beta (5Y Monthly),0.87
1066,BSX,PE Ratio (TTM),55.55
1067,BSX,EPS (TTM),0.77
1068,BSX,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
1069,BSX,Forward Dividend & Yield,N/A (N/A)
1070,BSX,Ex-Dividend Date,N/A
1071,BSX,1y Target Est,51.09
1072,BMY,Previous Close,62.10
1073,BMY,Open,62.41
1074,BMY,Bid,61.79 x 800
1075,BMY,Ask,62.10 x 1000
1076,BMY,Day's Range,61.85 - 62.56
1077,BMY,52 Week Range,53.22 - 69.75
1078,BMY,Volume,"8,077,302"
1079,BMY,Avg. Volume,"13,300,807"
1080,BMY,Market Cap,137.729B
1081,BMY,Beta (5Y Monthly),0.59
1082,BMY,PE Ratio (TTM),N/A
1083,BMY,EPS (TTM),-2.42
1084,BMY,Earnings Date,"Feb 04, 2022"
1085,BMY,Forward Dividend & Yield,2.16 (3.48%)
1086,BMY,Ex-Dividend Date,"Jan 06, 2022"
1087,BMY,1y Target Est,72.50
1088,AVGO,Previous Close,655.20
1089,AVGO,Open,656.13
1090,AVGO,Bid,664.10 x 1400
1091,AVGO,Ask,664.79 x 800
1092,AVGO,Day's Range,656.13 - 670.66
1093,AVGO,52 Week Range,419.14 - 670.73
1094,AVGO,Volume,"2,359,625"
1095,AVGO,Avg. Volume,"2,023,109"
1096,AVGO,Market Cap,274.479B
1097,AVGO,Beta (5Y Monthly),0.95
1098,AVGO,PE Ratio (TTM),44.32
1099,AVGO,EPS (TTM),15.00
1100,AVGO,Earnings Date,"Mar 02, 2022 - Mar 07, 2022"
1101,AVGO,Forward Dividend & Yield,16.40 (2.47%)
1102,AVGO,Ex-Dividend Date,"Dec 21, 2021"
1103,AVGO,1y Target Est,667.43
1104,CHRW,Previous Close,103.63
1105,CHRW,Open,104.43
1106,CHRW,Bid,104.12 x 800
1107,CHRW,Ask,104.29 x 900
1108,CHRW,Day's Range,103.71 - 105.51
1109,CHRW,52 Week Range,84.67 - 106.30
1110,CHRW,Volume,"606,107"
1111,CHRW,Avg. Volume,"1,116,498"
1112,CHRW,Market Cap,13.559B
1113,CHRW,Beta (5Y Monthly),0.73
1114,CHRW,PE Ratio (TTM),18.48
1115,CHRW,EPS (TTM),5.65
1116,CHRW,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
1117,CHRW,Forward Dividend & Yield,2.20 (2.12%)
1118,CHRW,Ex-Dividend Date,"Dec 14, 2021"
1119,CHRW,1y Target Est,103.35
1120,CDNS,Previous Close,186.56
1121,CDNS,Open,186.59
1122,CDNS,Bid,184.12 x 800
1123,CDNS,Ask,188.99 x 1100
1124,CDNS,Day's Range,185.95 - 188.66
1125,CDNS,52 Week Range,118.11 - 190.09
1126,CDNS,Volume,"752,898"
1127,CDNS,Avg. Volume,"1,267,285"
1128,CDNS,Market Cap,51.958B
1129,CDNS,Beta (5Y Monthly),1.07
1130,CDNS,PE Ratio (TTM),75.60
1131,CDNS,EPS (TTM),2.48
1132,CDNS,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
1133,CDNS,Forward Dividend & Yield,N/A (N/A)
1134,CDNS,Ex-Dividend Date,N/A
1135,CDNS,1y Target Est,176.31
1136,CZR,Previous Close,93.42
1137,CZR,Open,94.86
1138,CZR,Bid,94.45 x 800
1139,CZR,Ask,94.75 x 1000
1140,CZR,Day's Range,93.73 - 95.49
1141,CZR,52 Week Range,66.34 - 119.81
1142,CZR,Volume,"1,464,588"
1143,CZR,Avg. Volume,"2,300,885"
1144,CZR,Market Cap,20.257B
1145,CZR,Beta (5Y Monthly),2.94
1146,CZR,PE Ratio (TTM),N/A
1147,CZR,EPS (TTM),-5.42
1148,CZR,Earnings Date,"Feb 25, 2022 - Mar 01, 2022"
1149,CZR,Forward Dividend & Yield,N/A (N/A)
1150,CZR,Ex-Dividend Date,N/A
1151,CZR,1y Target Est,137.36
1152,CPB,Previous Close,41.97
1153,CPB,Open,42.03
1154,CPB,Bid,41.98 x 900
1155,CPB,Ask,42.18 x 2200
1156,CPB,Day's Range,41.83 - 42.24
1157,CPB,52 Week Range,39.76 - 53.77
1158,CPB,Volume,"1,890,508"
1159,CPB,Avg. Volume,"2,396,574"
1160,CPB,Market Cap,12.661B
1161,CPB,Beta (5Y Monthly),0.50
1162,CPB,PE Ratio (TTM),13.44
1163,CPB,EPS (TTM),3.12
1164,CPB,Earnings Date,"Mar 08, 2022 - Mar 14, 2022"
1165,CPB,Forward Dividend & Yield,1.48 (3.53%)
1166,CPB,Ex-Dividend Date,"Jan 05, 2022"
1167,CPB,1y Target Est,45.85
1168,COF,Previous Close,143.73
1169,COF,Open,145.26
1170,COF,Bid,144.00 x 800
1171,COF,Ask,147.00 x 800
1172,COF,Day's Range,144.99 - 146.72
1173,COF,52 Week Range,95.47 - 177.95
1174,COF,Volume,"1,720,276"
1175,COF,Avg. Volume,"2,873,407"
1176,COF,Market Cap,61.758B
1177,COF,Beta (5Y Monthly),1.66
1178,COF,PE Ratio (TTM),5.43
1179,COF,EPS (TTM),26.74
1180,COF,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
1181,COF,Forward Dividend & Yield,2.40 (1.65%)
1182,COF,Ex-Dividend Date,"Nov 12, 2021"
1183,COF,1y Target Est,187.31
1184,CAH,Previous Close,50.18
1185,CAH,Open,50.38
1186,CAH,Bid,50.74 x 900
1187,CAH,Ask,56.00 x 1200
1188,CAH,Day's Range,50.21 - 51.23
1189,CAH,52 Week Range,45.85 - 62.96
1190,CAH,Volume,"2,050,999"
1191,CAH,Avg. Volume,"3,640,953"
1192,CAH,Market Cap,14.301B
1193,CAH,Beta (5Y Monthly),0.98
1194,CAH,PE Ratio (TTM),13.10
1195,CAH,EPS (TTM),3.87
1196,CAH,Earnings Date,"Feb 03, 2022 - Feb 07, 2022"
1197,CAH,Forward Dividend & Yield,1.96 (3.87%)
1198,CAH,Ex-Dividend Date,"Dec 31, 2021"
1199,CAH,1y Target Est,56.54
1200,KMX,Previous Close,127.87
1201,KMX,Open,128.20
1202,KMX,Bid,125.89 x 1200
1203,KMX,Ask,126.20 x 900
1204,KMX,Day's Range,126.03 - 131.20
1205,KMX,52 Week Range,90.30 - 155.98
1206,KMX,Volume,"1,909,908"
1207,KMX,Avg. Volume,"1,170,079"
1208,KMX,Market Cap,20.476B
1209,KMX,Beta (5Y Monthly),1.49
1210,KMX,PE Ratio (TTM),17.40
1211,KMX,EPS (TTM),7.26
1212,KMX,Earnings Date,"Dec 22, 2021"
1213,KMX,Forward Dividend & Yield,N/A (N/A)
1214,KMX,Ex-Dividend Date,N/A
1215,KMX,1y Target Est,153.38
1216,CCL,Previous Close,21.25
1217,CCL,Open,21.54
1218,CCL,Bid,21.10 x 1200
1219,CCL,Ask,21.16 x 3100
1220,CCL,Day's Range,20.88 - 21.78
1221,CCL,52 Week Range,16.32 - 31.52
1222,CCL,Volume,"39,190,976"
1223,CCL,Avg. Volume,"38,997,720"
1224,CCL,Market Cap,24.714B
1225,CCL,Beta (5Y Monthly),2.17
1226,CCL,PE Ratio (TTM),N/A
1227,CCL,EPS (TTM),-8.46
1228,CCL,Earnings Date,"Dec 20, 2021"
1229,CCL,Forward Dividend & Yield,N/A (N/A)
1230,CCL,Ex-Dividend Date,"Feb 20, 2020"
1231,CCL,1y Target Est,N/A
1232,CARR,Previous Close,52.52
1233,CARR,Open,52.54
1234,CARR,Bid,52.00 x 800
1235,CARR,Ask,53.49 x 1000
1236,CARR,Day's Range,52.51 - 53.19
1237,CARR,52 Week Range,34.21 - 58.89
1238,CARR,Volume,"1,938,256"
1239,CARR,Avg. Volume,"3,610,974"
1240,CARR,Market Cap,45.773B
1241,CARR,Beta (5Y Monthly),N/A
1242,CARR,PE Ratio (TTM),21.19
1243,CARR,EPS (TTM),2.49
1244,CARR,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
1245,CARR,Forward Dividend & Yield,0.60 (1.14%)
1246,CARR,Ex-Dividend Date,"Dec 22, 2021"
1247,CARR,1y Target Est,59.47
1248,CTLT,Previous Close,124.58
1249,CTLT,Open,124.98
1250,CTLT,Bid,114.10 x 900
1251,CTLT,Ask,125.61 x 1000
1252,CTLT,Day's Range,123.81 - 125.99
1253,CTLT,52 Week Range,97.86 - 142.64
1254,CTLT,Volume,"554,171"
1255,CTLT,Avg. Volume,"972,007"
1256,CTLT,Market Cap,21.392B
1257,CTLT,Beta (5Y Monthly),1.34
1258,CTLT,PE Ratio (TTM),39.33
1259,CTLT,EPS (TTM),3.18
1260,CTLT,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
1261,CTLT,Forward Dividend & Yield,N/A (N/A)
1262,CTLT,Ex-Dividend Date,N/A
1263,CTLT,1y Target Est,159.46
1264,CAT,Previous Close,202.15
1265,CAT,Open,203.42
1266,CAT,Bid,206.01 x 1100
1267,CAT,Ask,206.30 x 900
1268,CAT,Day's Range,203.29 - 207.30
1269,CAT,52 Week Range,175.11 - 246.69
1270,CAT,Volume,"2,669,627"
1271,CAT,Avg. Volume,"3,297,639"
1272,CAT,Market Cap,111.542B
1273,CAT,Beta (5Y Monthly),0.90
1274,CAT,PE Ratio (TTM),22.06
1275,CAT,EPS (TTM),9.35
1276,CAT,Earnings Date,"Jan 27, 2022 - Jan 31, 2022"
1277,CAT,Forward Dividend & Yield,4.44 (2.15%)
1278,CAT,Ex-Dividend Date,"Jan 19, 2022"
1279,CAT,1y Target Est,171.87
1280,CBRE,Previous Close,105.48
1281,CBRE,Open,106.04
1282,CBRE,Bid,102.81 x 900
1283,CBRE,Ask,132.27 x 800
1284,CBRE,Day's Range,105.73 - 106.92
1285,CBRE,52 Week Range,58.74 - 107.97
1286,CBRE,Volume,"911,665"
1287,CBRE,Avg. Volume,"1,423,011"
1288,CBRE,Market Cap,35.414B
1289,CBRE,Beta (5Y Monthly),1.40
1290,CBRE,PE Ratio (TTM),24.67
1291,CBRE,EPS (TTM),4.29
1292,CBRE,Earnings Date,"Feb 24, 2022"
1293,CBRE,Forward Dividend & Yield,N/A (N/A)
1294,CBRE,Ex-Dividend Date,N/A
1295,CBRE,1y Target Est,128.00
1296,CDW,Previous Close,190.07
1297,CDW,Open,186.89
1298,CDW,Bid,184.67 x 800
1299,CDW,Ask,184.90 x 800
1300,CDW,Day's Range,182.05 - 187.32
1301,CDW,52 Week Range,125.46 - 203.82
1302,CDW,Volume,"431,881"
1303,CDW,Avg. Volume,"851,595"
1304,CDW,Market Cap,25.078B
1305,CDW,Beta (5Y Monthly),1.09
1306,CDW,PE Ratio (TTM),25.97
1307,CDW,EPS (TTM),7.12
